gene	Sample_1-1	Sample_1-2	Sample_1-3	Sample_1-4	Sample_2-1	Sample_2-2	Sample_2-3	Sample_2-4
Gene_1716	8560253	8181828	6224381	6052312	8471809	8391156	8486388	11380754
Gene_1717	0	3	4	1	0	3	2	0
Gene_1718	276	228	279	188	280	166	177	88
Gene_1719	1085	881	584	834	412	368	334	317
Gene_1720	10715	9750	7059	11496	7751	7576	8602	6540
Gene_1721	92	104	93	85	58	88	75	83
Gene_1722	2	3	1	1	3	2	2	3
Gene_1723	10	12	16	21	16	3	12	6
Gene_1724	525	408	269	461	331	416	298	418
Gene_1725	104	60	60	84	80	50	45	84
Gene_1726	4110	4297	2572	6720	6052	6677	4100	5769
Gene_1727	135	149	113	145	147	141	183	191
Gene_1728	43194	18003	27836	37717	32884	37997	34229	38721
Gene_1729	3	3	6	4	7	3	2	5
Gene_1730	8	6	5	3	3	4	6	9
Gene_1731	871	1061	716	910	837	1093	1226	1011
Gene_1732	200	115	149	226	262	198	270	136
Gene_1733	7	4	5	10	2	4	6	3
Gene_1734	343	446	472	379	352	440	454	255
Gene_1735	164	146	206	115	47	41	57	38
Gene_1736	25	35	19	33	33	20	22	24
Gene_1737	4770	7478	5031	7901	8287	6658	8169	7476
Gene_1738	50	47	52	44	29	57	51	44
Gene_1739	55	57	51	62	72	62	55	57
Gene_1740	756	1135	620	787	408	748	619	831
Gene_1741	7	9	14	14	18	16	10	7
Gene_1742	781	1020	481	790	2852	2072	2226	2127
Gene_1743	11625	19454	14671	8300	6419	14401	14435	13256
Gene_1744	70	47	43	21	35	57	58	39
Gene_1745	29	14	53	27	34	25	17	36
Gene_1746	4866	4199	4548	4790	33205	17020	16747	23951
Gene_1747	2	6	4	14	10	6	3	6
Gene_1748	9640	12350	9147	9325	14569	11705	12108	9808
Gene_1749	413	402	397	249	383	366	305	612
Gene_1750	1	2	2	3	11	8	4	11
Gene_1751	11	12	20	14	9	14	14	7
Gene_1752	82	46	90	75	123	165	131	143
Gene_1753	3962	2516	3079	3925	4878	3188	4153	3591
Gene_1754	1011	1156	655	774	1521	1084	788	842
Gene_1755	255	303	203	264	224	203	273	203
Gene_1756	89	134	150	72	65	111	173	129
Gene_1757	38	35	29	27	50	13	35	33
Gene_1758	22	30	32	29	27	23	14	17
Gene_1759	240	195	108	113	168	148	171	183
Gene_1760	0	3	3	0	5	2	1	4
Gene_1761	1	5	5	4	4	6	8	9
Gene_1762	2	2	2	1	0	1	3	2
Gene_1763	27	24	25	19	18	23	25	30
Gene_1764	21	6	17	21	11	14	17	27
Gene_1765	15	12	15	13	46	41	61	45
Gene_1766	0	0	0	1	2	2	0	1
Gene_1767	178	103	179	146	99	115	181	70
Gene_1768	8	4	4	8	7	4	0	7
Gene_1769	67	83	62	44	92	109	58	44
Gene_1770	855	481	418	402	568	846	541	551
Gene_1771	52	153	144	92	34	50	52	44
Gene_1772	40	49	40	56	76	29	30	77
Gene_1773	209	136	279	284	334	204	291	267
Gene_1774	0	1	1	1	0	0	0	0
Gene_1775	7	6	6	4	2	3	10	5
Gene_1776	438	418	389	468	289	315	290	518
Gene_1777	1	1	1	2	2	0	0	2
Gene_1778	2	1	3	6	4	4	0	1
Gene_1779	182	287	222	259	131	217	249	136
Gene_1780	249	200	322	296	219	182	140	178
Gene_1781	10	7	6	3	9	7	5	4
Gene_1782	3	2	0	1	4	3	2	1
Gene_1783	20792	16891	11543	13779	13239	13418	13554	12914
Gene_1784	46830	53437	44641	71277	29089	78141	65376	78166
Gene_1785	7	7	11	6	11	14	7	14
Gene_1786	31	34	45	42	29	34	50	56
Gene_1787	68	102	87	121	114	172	125	140
Gene_1788	1672	1972	1808	2965	1895	1236	1640	1278
Gene_1789	434	723	678	597	270	369	508	590
Gene_1790	30	57	23	52	47	39	31	23
Gene_1791	0	1	1	0	0	0	1	1
Gene_1792	202	111	119	129	67	48	36	59
Gene_1793	18	24	29	20	13	16	32	30
Gene_1794	13	25	36	26	23	25	26	16
Gene_1795	4394	4018	4396	6029	5579	6549	4948	5568
Gene_1796	1955	1737	1260	1653	1936	1646	1571	1516
Gene_1797	3	3	4	9	2	7	1	5
Gene_1798	3337	2669	2908	6195	3579	2208	3397	4682
Gene_1799	31	33	36	38	32	27	31	35
Gene_1800	21	20	23	32	20	48	16	23
Gene_1801	1	0	0	0	0	0	0	0
Gene_1802	18	24	22	24	20	8	28	37
Gene_1803	723	794	1118	833	283	319	298	448
Gene_1804	33	45	47	25	37	32	32	29
Gene_1805	21	14	12	16	23	14	16	15
Gene_1806	7321	7071	5988	10500	5691	6651	4334	5272
Gene_1807	0	2	1	3	1	0	3	3
Gene_1808	147	120	88	89	61	54	100	94
Gene_1809	297	396	370	417	398	454	284	408
Gene_1810	29	37	30	39	37	37	33	35
Gene_1811	226504	192054	189760	241486	338562	283603	414085	396328
Gene_1812	46	33	38	42	51	44	54	47
Gene_1813	38	37	42	41	56	20	33	31
Gene_1814	228	135	195	252	232	223	254	117
Gene_1815	35	29	21	43	165	125	119	115
Gene_1816	1	1	2	0	1	2	0	1
Gene_1817	4	0	1	4	4	1	1	6
Gene_1818	1901	2053	1984	2138	2201	1685	2261	1987
Gene_1819	2047	1382	1424	1370	1287	2027	1500	1185
Gene_1820	38	43	59	30	44	75	31	30
Gene_1821	2	3	2	2	2	2	1	2
Gene_1822	18	33	30	30	131	97	136	107
Gene_1823	49661	99832	77963	96148	118133	60902	120728	90563
Gene_1824	42	35	34	44	15	25	10	14
Gene_1825	179	285	202	181	280	228	219	349
Gene_1826	31	16	16	21	12	26	13	14
Gene_1827	42	44	39	45	13	11	21	12
Gene_1828	109	110	114	124	97	91	140	125
Gene_1829	140	148	176	126	194	107	94	148
Gene_1830	0	1	0	0	0	0	0	1
Gene_1831	251	161	269	274	260	218	210	139
Gene_1832	23	23	9	19	30	12	16	15
Gene_1833	21	19	52	56	34	58	28	29
Gene_1834	18650	20293	13253	13833	17825	27544	19702	22964
Gene_1835	2	6	8	6	1	0	1	0
Gene_1836	267	394	350	378	288	390	354	350
Gene_1837	0	0	1	0	0	1	0	2
Gene_1838	347	410	175	424	366	388	487	524
Gene_1839	36	33	26	35	17	16	16	22
Gene_1840	24	30	35	34	36	50	46	34
Gene_1841	373	434	310	198	288	292	243	388
Gene_1842	22	25	17	13	17	17	17	13
Gene_1843	159	142	135	165	159	160	154	150
Gene_1844	146	218	176	114	162	147	167	185
Gene_1845	2	3	2	0	0	1	0	0
Gene_1846	198	235	200	231	287	296	117	188
Gene_1847	30	44	45	30	44	32	17	29
Gene_1848	1570	1064	2205	1646	1269	1607	1096	1322
Gene_1849	856	939	1150	614	985	674	973	798
Gene_1850	147	161	133	147	156	173	144	156
Gene_1851	2105	2845	1901	1811	2534	2045	2447	1837
Gene_1852	2	5	4	8	4	4	2	0
Gene_1853	253	292	366	336	316	273	211	210
Gene_1854	138	87	162	143	350	814	431	600
Gene_1855	1564	1706	1853	3074	2582	2184	1831	1307
Gene_1856	8858	8090	10313	5933	8709	9425	8619	10035
Gene_1857	19709	15936	13035	14095	8265	14800	11431	11171
Gene_1858	77	51	32	51	60	73	78	92
Gene_1859	22152	14501	25133	20590	19980	12598	19663	19607
Gene_1860	200	222	190	217	191	153	192	127
Gene_1861	8	3	6	12	1	1	1	5
Gene_1862	123	167	113	137	119	89	72	103
Gene_1863	2676	2339	3084	2013	2746	2216	2919	2055
Gene_1864	2790	3732	4280	3197	13972	9732	9816	12804
Gene_1865	67	80	83	84	221	318	276	302
Gene_1866	580	671	651	879	545	604	974	590
Gene_1867	1560	1833	1826	1117	1869	1335	2358	1452
Gene_1868	1	1	0	2	0	1	1	0
Gene_1869	51	84	53	78	78	97	105	87
Gene_1870	6480	4932	5438	7222	23917	28504	31380	30604
Gene_1871	2201	2966	2944	4940	3129	3324	2221	3107
Gene_1872	873	864	619	527	393	288	334	299
Gene_1873	44	84	75	63	37	59	22	78
Gene_1874	109	124	124	82	102	149	128	91
Gene_1875	26655	34579	22580	21162	28667	24502	29560	14435
Gene_1876	1	0	1	0	0	2	3	1
Gene_1877	50	62	72	123	92	119	67	76
Gene_1878	1	1	1	2	2	4	2	1
Gene_1879	1050	1101	978	1560	1125	963	702	1063
Gene_1880	1	1	1	0	2	4	3	2
Gene_1881	1038	720	838	758	193	283	299	238
Gene_1882	10	12	9	2	4	7	11	8
Gene_1883	73	35	71	52	44	25	33	52
Gene_1884	635	809	568	300	423	745	468	737
Gene_1885	4	10	4	5	5	4	0	6
Gene_1886	1533	1783	1343	2158	1847	1202	1726	1409
Gene_1887	3	9	10	4	1	7	5	12
Gene_1888	1104	817	1550	1845	1053	1065	979	1908
Gene_1889	588	710	1347	981	940	836	588	1248
Gene_1890	66	106	127	114	79	113	110	111
Gene_1891	66	43	43	31	250	156	157	211
Gene_1892	53	63	119	104	88	83	44	94
Gene_1893	2753	2440	2454	2789	3318	4355	3112	3028
Gene_1894	15	15	19	24	25	20	9	18
Gene_1895	166	158	127	249	140	181	154	160
Gene_1896	437	573	412	298	525	308	313	353
Gene_1897	38059	43254	31933	27584	43223	18309	29355	40243
Gene_1898	14	5	10	14	5	13	12	11
Gene_1899	0	0	0	0	0	0	0	0
Gene_1900	20	14	13	7	12	18	10	19
Gene_1901	94	141	99	154	80	116	101	121
Gene_1902	79	92	53	136	56	47	95	100
Gene_1903	332	188	226	215	218	197	302	233
Gene_1904	1109	1409	1153	985	1032	1389	1497	1217
Gene_1905	59	47	74	64	88	63	64	78
Gene_1906	10	8	11	10	5	5	3	6
Gene_1907	233	325	239	275	232	422	344	472
Gene_1908	2	2	6	1	0	3	2	0
Gene_1909	1	3	0	3	3	7	2	4
Gene_1910	1	0	3	0	0	1	1	0
Gene_1911	81	94	84	48	47	49	79	78
Gene_1912	1130	1107	761	1136	995	866	1014	1041
Gene_1913	972	896	738	554	3028	3907	3731	3709
Gene_1914	255	217	359	196	85	89	68	92
Gene_1915	634	861	962	801	801	581	911	418
Gene_1916	67	47	57	34	14	13	15	16
Gene_1917	0	1	0	2	6	12	5	9
Gene_1918	37	29	24	24	45	41	20	27
Gene_1919	29	29	23	33	35	24	29	31
Gene_1920	23	36	27	39	23	27	27	33
Gene_1921	17	33	20	33	19	14	15	13
Gene_1922	1964	1847	1675	2866	1692	2043	2103	2117
Gene_1923	1476	1455	1607	937	1090	1144	935	1451
Gene_1924	2316	1655	1949	2532	2233	1874	2712	2952
Gene_1925	14	8	8	11	2	18	7	10
Gene_1926	3	2	1	4	2	0	3	2
Gene_1927	224	184	167	150	159	235	251	155
Gene_1928	62	51	38	71	25	32	31	56
Gene_1929	7395	8451	5467	3527	9055	4209	5080	5209
Gene_1930	20930	18197	23815	44600	32028	31685	28672	27156
Gene_1931	29	39	18	19	13	26	27	17
Gene_1932	484	901	645	758	697	810	1067	1075
Gene_1933	155	235	187	184	145	219	139	179
Gene_1934	31	26	29	27	29	28	42	27
Gene_1935	4235	4804	3417	4454	4759	5227	4609	4296
Gene_1936	471	429	838	475	471	596	484	675
Gene_1937	467	462	338	288	156	106	135	207
Gene_1938	31	32	21	13	22	39	20	24
Gene_1939	14	12	24	13	2	9	9	5
Gene_1940	88	104	140	108	111	126	75	144
Gene_1941	0	0	0	0	0	0	0	0
Gene_1942	7	9	2	11	10	4	6	7
Gene_1943	7	3	2	5	3	2	2	3
Gene_1944	22	7	8	13	16	16	16	14
Gene_1945	5277	3937	4511	5107	5027	6226	5374	5457
Gene_1946	69	123	52	89	75	66	98	89
Gene_1947	342	265	509	537	339	432	446	420
Gene_1948	186825	166461	250956	243209	112979	134896	106959	94416
Gene_1949	7	13	16	7	17	17	8	9
Gene_1950	30	25	29	32	27	37	23	18
Gene_1951	2	2	5	2	2	3	0	1
Gene_1952	67	102	112	64	91	75	89	105
Gene_1953	62352	47085	43267	55515	46474	51510	39715	45256
Gene_1954	33	26	35	19	29	15	29	24
Gene_1955	2	0	1	2	4	4	6	5
Gene_1956	0	1	0	0	0	1	0	0
Gene_1957	8	9	12	18	4	3	7	2
Gene_1958	521	634	479	563	1589	1391	2116	1545
Gene_1959	308	589	485	463	463	416	600	502
Gene_1960	391	425	497	384	316	384	291	311
Gene_1961	14	15	17	15	13	22	21	17
Gene_1962	203	175	246	261	218	206	134	287
Gene_1963	12	10	18	17	10	9	8	13
Gene_1964	17	26	16	37	29	26	28	23
Gene_1965	28	47	54	57	32	31	47	62
Gene_1966	1985	1315	1794	1737	872	508	660	583
Gene_1967	10	8	13	4	16	10	11	8
Gene_1968	699877	1391383	1444178	1689278	1176345	1814318	1107194	1490283
Gene_1969	0	0	0	0	0	0	1	0
Gene_1970	6232	4041	6447	3606	4492	5545	4780	3938
Gene_1971	22	9	17	9	28	25	11	21
Gene_1972	11	9	3	16	3	3	4	4
Gene_1973	37	39	40	55	33	31	32	62
Gene_1974	44	47	28	49	38	44	36	49
Gene_1975	517	496	595	475	382	551	285	416
Gene_1976	3	2	2	1	3	1	0	2
Gene_1977	77	113	129	132	124	126	103	116
Gene_1978	885	907	814	660	1020	782	537	727
Gene_1979	1976	1613	1701	1517	8482	5397	5318	4607
Gene_1980	3200	3558	1629	2408	7000	6681	7726	8694
Gene_1981	14261	13695	9134	20375	12076	13871	11563	11213
Gene_1982	1958	1915	1365	1757	1808	1981	1015	1938
Gene_1983	356	304	447	306	367	266	356	266
Gene_1984	12	32	12	25	41	8	29	11
Gene_1985	363	229	386	277	399	396	547	444
Gene_1986	39	25	48	43	32	38	52	37
Gene_1987	312	480	268	242	388	305	328	299
Gene_1988	308	276	214	343	100	105	111	72
Gene_1989	8383	5636	6151	8318	5156	5500	5206	7219
Gene_1990	13	13	8	7	10	5	4	18
Gene_1991	0	0	1	2	2	8	0	1
Gene_1992	703	711	841	814	391	1120	810	708
Gene_1993	691	921	1141	1164	1330	832	1152	794
Gene_1994	25	17	21	35	79	54	125	114
Gene_1995	680	1042	1073	712	896	628	845	748
Gene_1996	240	209	338	298	178	336	386	189
Gene_1997	11	32	25	28	32	19	22	29
Gene_1998	2274	3374	4325	4376	4221	3789	2603	4363
Gene_1999	2	3	0	0	0	2	1	0
Gene_2000	456	325	251	407	1528	1313	1064	1351
Gene_2001	10	16	22	23	9	22	12	10
Gene_2002	4670	1893	5044	3211	1046	949	709	975
Gene_2003	1	1	0	1	2	1	0	0
Gene_2004	1080	757	1081	878	690	1315	915	801
Gene_2005	19	14	11	15	3	14	22	6
Gene_2006	6	8	13	6	10	8	15	10
Gene_2007	173	256	271	156	252	333	218	354
Gene_2008	273	388	264	391	430	387	192	381
Gene_2009	147	238	186	189	187	157	238	168
Gene_2010	12041	12892	10366	12692	9710	18056	14283	6292
Gene_2011	45116	62677	38316	43593	43322	42036	38694	25913
Gene_2012	951	992	795	950	1165	984	1106	928
Gene_2013	7	3	9	6	12	8	11	4
Gene_2014	3	9	7	4	2	2	3	1
Gene_2015	78	94	104	144	123	60	100	101
Gene_2016	0	0	1	1	2	1	1	0
Gene_2017	0	0	0	0	1	3	1	3
Gene_2018	8	3	4	4	4	2	4	4
Gene_2019	8	10	5	3	12	10	12	2
Gene_2020	14949	20458	20303	19900	20733	25262	18505	18071
Gene_2021	2404	4238	3803	4148	4367	1953	2945	2351
Gene_2022	787	942	737	666	803	678	861	806
Gene_2023	326	169	352	333	350	303	368	299
Gene_2024	393	577	407	565	603	536	645	491
Gene_2025	116	113	152	111	107	104	128	81
Gene_2026	3463	4915	3119	3775	3821	6598	1852	3042
Gene_2027	877	1006	1675	1397	701	1181	775	1106
Gene_2028	3626	5070	5275	4657	23684	17708	20201	22771
Gene_2029	350	286	361	267	269	394	311	237
Gene_2030	15	17	13	13	16	18	22	14
Gene_2031	1227	1181	1489	2078	943	812	1119	1439
Gene_2032	56266	81148	82500	74022	86567	115313	66520	83802
Gene_2033	6	2	3	3	4	3	7	1
Gene_2034	14	14	11	15	17	21	20	12
Gene_2035	3874	3192	4314	3560	3626	2834	2425	2603
Gene_2036	842	750	780	600	828	449	1130	802
Gene_2037	50	53	59	43	61	100	120	76
Gene_2038	1082	1152	798	901	832	1119	940	808
Gene_2039	0	0	0	0	0	1	0	0
Gene_2040	52	55	59	73	68	61	62	79
Gene_2041	3612	3404	3283	3978	2821	3425	5278	5632
Gene_2042	75	63	112	57	59	54	50	51
Gene_2043	34	50	40	47	22	22	36	69
Gene_2044	0	0	0	0	0	0	1	1
Gene_2045	22	11	17	13	8	21	16	17
Gene_2046	4706	6074	5219	4632	3938	5442	2574	6878
Gene_2047	383	458	624	423	386	646	551	422
Gene_2048	30111	30730	24881	35535	28611	25253	25228	22912
Gene_2049	68	67	50	64	64	53	56	55
Gene_2050	25	15	17	19	25	18	21	18
Gene_2051	19058	28632	33443	31524	28418	31738	21981	25214
Gene_2052	16	28	18	21	14	31	16	35
Gene_2053	1310	1237	1903	1757	1360	1298	1877	2374
Gene_2054	511	450	634	417	361	368	292	374
Gene_2055	39	34	57	55	35	55	44	69
Gene_2056	672	381	612	605	456	683	402	882
Gene_2057	19	19	23	20	15	12	16	12
Gene_2058	45969	48904	41434	44442	56411	51635	49336	37916
Gene_2059	1	2	0	0	2	1	1	2
Gene_2060	1666	1417	1604	1058	1347	1336	1745	1847
Gene_2061	45	65	64	47	54	52	51	60
Gene_2062	878	603	1002	1184	889	865	768	784
Gene_2063	26	37	52	34	51	29	25	43
Gene_2064	185	257	370	191	136	236	118	265
Gene_2065	1	4	3	2	3	5	3	5
Gene_2066	5	2	6	2	5	1	3	9
Gene_2067	3	2	0	1	3	2	3	0
Gene_2068	432847	350286	338733	393074	181335	269362	272902	249275
Gene_2069	377	416	460	504	244	477	456	363
Gene_2070	70	65	88	107	90	77	87	48
Gene_2071	1224546	1309799	1487488	1681135	1959803	1448071	2074368	1335682
Gene_2072	3	4	5	5	11	13	7	5
Gene_2073	1639	1297	776	1068	1484	1151	1193	1019
Gene_2074	9	3	5	8	6	2	8	1
Gene_2075	59	56	83	82	49	57	65	81
Gene_2076	11	3	8	14	7	2	7	10
Gene_2077	2	1	2	3	4	4	1	1
Gene_2078	45	28	27	33	42	27	35	35
Gene_2079	121	150	171	81	135	143	178	118
Gene_2080	1067	1138	699	1217	1835	1552	1748	1168
Gene_2081	314	310	367	348	312	350	389	208
Gene_2082	4281	4066	1963	2585	2896	3263	2867	4099
Gene_2083	12	11	5	5	12	8	17	8
Gene_2084	12	24	31	17	17	20	20	27
Gene_2085	50	38	38	42	41	30	22	66
Gene_2086	186	383	278	243	160	209	267	234
Gene_2087	2090	2671	4667	3979	3022	2707	2190	2498
Gene_2088	92	94	134	105	94	106	83	134
Gene_2089	23	14	14	26	23	16	22	19
Gene_2090	6	5	2	12	6	4	1	5
Gene_2091	0	0	0	1	0	0	0	1
Gene_2092	16	9	8	8	15	18	9	6
Gene_2093	155	167	198	240	234	264	115	286
Gene_2094	1251	1068	1666	1439	1755	1813	1271	1195
Gene_2095	124	174	166	122	79	185	186	136
Gene_2096	733	562	539	458	712	630	775	643
Gene_2097	1	0	0	2	1	0	1	0
Gene_2098	13875	10655	11032	7214	9971	6639	8038	9232
Gene_2099	182	168	243	168	300	275	280	163
Gene_2100	170	253	219	241	225	164	185	182
Gene_2101	158	198	223	116	254	155	150	188
Gene_2102	85	88	144	107	73	72	69	79
Gene_2103	0	0	0	0	0	1	1	0
Gene_2104	1342	1611	2020	1252	1299	1527	1171	1717
Gene_2105	792	705	897	898	3372	2651	3575	2741
Gene_2106	66	52	70	91	79	68	101	55
Gene_2107	461	475	627	381	589	679	437	475
Gene_2108	9	15	8	20	12	8	22	9
Gene_2109	12	9	25	13	14	7	15	15
Gene_2110	243	181	169	181	187	221	265	160
Gene_2111	2916	1381	2046	2774	1288	3706	3188	1734
Gene_2112	861	342	431	379	761	625	439	353
Gene_2113	15	3	8	17	8	5	19	17
Gene_2114	54	40	39	50	164	279	141	252
Gene_2115	1590	1178	1305	869	1421	1013	1419	1138
Gene_2116	75	83	75	87	95	82	69	71
Gene_2117	360	376	455	290	629	651	374	451
Gene_2118	16	3	6	10	5	3	13	10
Gene_2119	818	758	427	612	628	729	671	794
Gene_2120	0	0	0	0	0	0	0	0
Gene_2121	120	115	96	158	96	184	100	85
Gene_2122	3670	5681	6679	8568	6717	7644	5299	5106
Gene_2123	1664	2264	1263	1845	2351	1559	1652	1550
Gene_2124	11	1	13	4	4	2	6	4
Gene_2125	17	29	24	39	21	32	24	33
Gene_2126	1	2	2	6	3	4	4	2
Gene_2127	527	486	693	989	454	691	669	566
Gene_2128	644	1111	703	787	843	610	646	877
Gene_2129	1272	1366	1266	908	1633	1354	1216	597
Gene_2130	44	54	58	58	65	67	48	46
Gene_2131	2751	2466	3194	2976	1306	1452	1180	1078
Gene_2132	580	953	689	570	776	558	396	592
Gene_2133	9674	9596	9049	6932	7753	8507	9578	11102
Gene_2134	38	62	29	41	39	60	44	33
Gene_2135	9	3	4	8	3	4	2	6
Gene_2136	9	17	11	25	11	17	12	13
Gene_2137	397	258	206	295	281	235	281	230
Gene_2138	10	12	16	18	11	11	14	20
Gene_2139	200	370	228	372	360	360	409	321
Gene_2140	107	157	143	119	68	118	133	163
Gene_2141	899	630	786	575	2911	2083	2542	2263
Gene_2142	0	0	1	0	0	1	1	1
Gene_2143	53	61	47	28	45	36	59	54
Gene_2144	963	874	1029	1147	4293	4088	2811	2917
Gene_2145	3144	2978	2664	2290	3138	3187	3980	1527
Gene_2146	92	82	116	138	22	28	57	30
Gene_2147	0	3	1	2	2	1	1	1
Gene_2148	50	36	32	50	28	9	19	13
Gene_2149	127	129	86	136	114	166	189	111
Gene_2150	2	3	5	6	7	6	2	5
Gene_2151	483	844	713	997	927	766	1188	1054
Gene_2152	0	0	0	1	0	2	1	0
Gene_2153	1	2	1	2	2	2	3	0
Gene_2154	509	518	521	538	774	461	314	556
Gene_2155	1288	1283	1639	1089	1351	1536	669	1489
Gene_2156	11	16	18	16	16	25	11	25
Gene_2157	362	542	788	399	568	669	559	739
Gene_2158	89	82	80	88	69	59	112	57
Gene_2159	315	350	342	318	245	359	378	409
Gene_2160	374	438	323	307	442	348	489	281
Gene_2161	10	7	5	3	2	0	1	4
Gene_2162	602	804	1001	617	643	950	989	781
Gene_2163	33	42	50	39	41	36	42	48
Gene_2164	59	81	80	48	66	91	67	100
Gene_2165	243	128	152	199	572	794	481	746
Gene_2166	1	0	0	1	0	0	0	0
Gene_2167	3	3	1	2	0	2	3	2
Gene_2168	528	434	617	616	164	160	201	238
Gene_2169	1708	931	1036	997	1430	1182	976	1211
Gene_2170	801	665	1020	458	3696	2457	2809	1984
Gene_2171	1113	1105	1186	1059	629	1129	1212	924
Gene_2172	2628	4175	3915	4935	3824	5959	3142	3230
Gene_2173	27664	42029	27895	24274	39642	30157	29532	20394
Gene_2174	5	2	5	10	5	4	4	3
Gene_2175	167	187	189	218	192	135	166	174
Gene_2176	188	460	261	170	301	423	293	250
Gene_2177	0	0	0	2	7	2	1	2
Gene_2178	21	18	21	26	6	24	19	18
Gene_2179	43	88	81	63	75	114	118	102
Gene_2180	5	8	3	5	2	2	4	4
Gene_2181	294	229	194	159	273	214	248	170
Gene_2182	8	6	11	8	6	11	5	6
Gene_2183	12	16	14	11	59	45	73	29
Gene_2184	67	52	58	95	296	232	219	226
Gene_2185	2630	2349	3478	1686	1948	3655	2535	2773
Gene_2186	267	223	170	187	232	231	169	202
Gene_2187	6096	5270	4986	3552	5436	4040	2922	5557
Gene_2188	40	23	16	31	33	38	40	25
Gene_2189	306	534	487	455	625	384	360	601
Gene_2190	0	0	0	0	0	0	0	0
Gene_2191	18	28	30	51	31	33	23	24
Gene_2192	176	112	113	94	215	112	157	126
Gene_2193	10	4	7	2	11	4	9	8
Gene_2194	2336	2884	1660	3580	2720	2788	2170	2458
Gene_2195	517	777	681	640	758	881	532	745
Gene_2196	11075	7588	7007	8946	9256	8205	10393	7659
Gene_2197	101	115	85	138	93	85	120	112
Gene_2198	0	1	0	1	0	0	1	1
Gene_2199	44	36	52	46	52	42	51	45
Gene_2200	4337	5796	4418	6141	4111	5488	7343	5552
Gene_2201	146	131	269	238	193	209	147	174
Gene_2202	4	2	1	2	6	7	13	6
Gene_2203	1	5	13	4	5	1	2	5
Gene_2204	17	6	16	7	19	10	8	12
Gene_2205	15	12	15	19	11	8	10	13
Gene_2206	199	122	150	180	68	52	82	79
Gene_2207	620	372	552	544	471	639	604	458
Gene_2208	0	0	0	0	0	1	0	0
Gene_2209	373	385	504	485	2159	2807	1957	1522
Gene_2210	6	7	2	2	5	5	5	3
Gene_2211	54	57	43	44	56	50	48	50
Gene_2212	55	71	48	73	34	47	67	48
Gene_2213	2	1	1	2	1	2	5	8
Gene_2214	64	53	31	19	35	41	41	39
Gene_2215	4091	3445	4037	3218	8477	16718	13430	16216
Gene_2216	4	4	7	4	7	2	10	4
Gene_2217	16	12	13	21	4	14	18	18
Gene_2218	0	3	4	0	1	3	1	1
Gene_2219	2496	2637	1648	1678	663	685	859	809
Gene_2220	23062	20551	36453	23286	30739	41695	26529	43564
Gene_2221	4	2	0	0	2	2	1	3
Gene_2222	80	50	58	29	39	42	54	45
Gene_2223	13	13	19	9	49	39	53	34
Gene_2224	9	5	15	8	2	3	6	2
Gene_2225	0	3	0	0	3	1	1	1
Gene_2226	241	255	213	232	261	295	251	315
Gene_2227	71	91	68	80	44	47	54	77
Gene_2228	178	217	165	242	158	111	137	174
Gene_2229	493	457	868	706	309	637	314	414
Gene_2230	81	67	78	92	67	129	110	85
Gene_2231	75	76	37	81	64	60	63	57
Gene_2232	126	65	91	98	112	64	80	58
Gene_2233	1457	1634	1035	2047	969	1022	1187	1578
Gene_2234	0	0	0	1	0	1	0	0
Gene_2235	451	280	352	546	309	484	292	288
Gene_2236	0	0	0	1	0	1	0	0
Gene_2237	9670	8160	11592	9504	2404	2637	3249	3593
Gene_2238	15	19	19	21	10	4	11	1
Gene_2239	0	0	0	0	0	0	0	0
Gene_2240	37	63	66	59	69	37	79	44
Gene_2241	0	1	0	0	1	0	0	0
Gene_2242	125	104	101	134	26	40	24	40
Gene_2243	2156	1752	2607	1316	500	522	485	609
Gene_2244	253	261	171	149	139	303	259	170
Gene_2245	0	6	2	3	8	1	5	0
Gene_2246	139	112	134	98	130	122	130	125
Gene_2247	94	128	94	76	96	84	113	49
Gene_2248	1211	893	1340	1590	1205	2042	1592	1261
Gene_2249	420	527	363	275	338	352	479	367
Gene_2250	49	16	35	21	15	8	9	9
Gene_2251	16	13	11	8	17	13	5	5
Gene_2252	21	43	46	41	36	35	23	52
Gene_2253	1080	839	792	1077	771	621	857	1347
Gene_2254	50	69	74	90	81	45	102	74
Gene_2255	1099	1063	1278	490	1210	1218	790	1289
Gene_2256	928	1071	1310	922	845	1473	870	1567
Gene_2257	1099	1146	1262	824	960	837	848	948
Gene_2258	8	19	18	16	11	19	16	17
Gene_2259	1	1	1	0	1	1	3	4
Gene_2260	336	348	270	332	612	1394	1463	1425
Gene_2261	21281	21322	30901	32540	38117	30511	19420	13916
Gene_2262	4116	3065	4489	3624	2719	3536	2441	4212
Gene_2263	181254	164857	128255	120371	136019	172582	141854	213502
Gene_2264	238	441	196	269	457	369	309	345
Gene_2265	8	7	16	9	8	10	7	7
Gene_2266	73	43	107	99	84	75	113	74
Gene_2267	11	3	4	9	2	9	4	1
Gene_2268	3209	3132	3151	3954	3240	3620	2809	2620
Gene_2269	2	3	3	4	3	4	4	8
Gene_2270	5792	5140	9283	6194	31748	27778	29645	42615
Gene_2271	177	304	338	193	158	234	181	155
Gene_2272	1	3	1	1	4	1	1	1
Gene_2273	230	125	177	225	104	104	188	113
Gene_2274	3114	6454	4361	4529	4677	4388	4352	4745
Gene_2275	354	479	374	506	466	255	479	289
Gene_2276	21	21	23	20	26	30	17	13
Gene_2277	0	0	0	0	0	0	0	1
